CRM Client Id,Name,Company Type,Street,Street2,City,State,Zip,Country,Phone,Mobile,Fax,Email,Website,Salesperson,Salesperson ID,Lead Generator Name,Lead Generator ID,Lead Source,Source Notes,Chatter -- Created Date,Chatter -- Last Updated Date,Chatter -- Last Updated by ID,Missed Items,Import Status
39DB94B7-27F4-445C-92CA-1677545D378B,Best Western Plus Music Row,Property Itself,1407 Division ST,,Nashville ,TN,37203,United States,1 (615) 242-1631,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Referral - Agent Partner,MDM Commercial,12-01-2022,7/18/2024,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
DF1BCD9B-486E-4834-B0E5-2745EC731E4B,Best Western Plus Nor'Wester Hotel ,Property Itself,2080 Hwy 61 R.R.4,,Thunder Bay,,,Canada,807-473-9123,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Call-in to Sales Line,,11/30/2015,11/30/2015,6481A1B6-3C7C-4489-841F-FA6E73A11321,,
0A70B425-0282-4F9D-9B4F-2E8888814FF8,Best Western Plus North Lakes,Property Itself,22 Lakefield Drive,,North Lakes,Queensland,4509,Australia,+61 07 3180 2888,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Referral - Liveport Australia,Came from Danny,6/15/2023,6/15/2023,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
C5FA7B85-9CD2-45AB-A403-5050D225EF0C,Best Western Plus Novato Oaks Inn,Property Itself,215 Alameda Del Prado,,Novato ,CA,94946,United States,(415) 891-5001,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Google Web Search,Google Casting Hotel ,2/15/2023,10/25/2023,BE86AE57-6A2A-4142-89C9-135A36C80086,,
E90F2F3A-1185-4DC4-BEDA-782AEBCC38DB,Best Western Plus Santa Barbara ,Property Itself,2220 Bath Street,,Santa Barbara,CA,93105,United States,(805) 682-7277,,,,https://www.sbhotels.com/best-western-plus-santa-barbara?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Referral - Know Personally,Latitude 34 Technologies,5/20/2022,8/21/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,,
40E8AD68-DE66-4BD5-9B4D-FF3E72CD52AD,Best Western PLUS Skagit Valley Inn,Property Itself,2300 Market St.,,Mount Vernon,WA,98273,United States,(360) 428-5678,,,laura@bwcti.com,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,,,,05-12-2016,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
B809AC71-F284-4250-AAA3-D99AF20F434D,Best Western PLUS Tempe By the Mall,Property Itself,5300 S. Priest Dr.,,Tempe,AZ,85283,United States,(480) 820-7500 X 2173   (602) 418-1834cell,,,richschnakenberg@bestwesterntempe.com,http://www.bestwesterntempe.com/BestWesternTempe.asp?id=29,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,PPC,,,8/22/2019,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
02C5D2E1-6A6E-41EA-9419-E2F1693BAB17,Best Western Plus Travel Inn Hotel,Property Itself,225-245 Drummond Street,,Carlton,Victoria,3053,Australia,+61 03 9347 7922,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Referral - Liveport Australia,Came from Danny,12/15/2022,12/15/2022,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
B179A341-E468-4943-81CF-CB7A43674A98,Best Western Plus Tree House  Mount Shasta ,Property Itself,111 Morgan Way ,,Mount Shasta ,CA,96067,United States,(530) 926-3101,,,,https://www.guestreservations.com/best-western-plus-tree-house-mount-shasta/booking?gad_source=1&gbraid=0AAAAADiMQMaoRyNqGiH_wG6ImyTUFvJ2E&gclid=Cj0KCQjw-uK0BhC0ARIsANQtgGMOjAHPWcEnfCgi_u5eO9NSuO4Zcd6emUnCjSh7pwBRCi5XpHX3sbsaAke9EALw_wcB,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Referral from Existing Client,Kevin Anderson ,2/16/2021,11/19/2024,38897A15-8DF6-4D6C-9FFF-C492BD35B040,,
EC52D8F9-215A-4B54-AFD4-A4986747C7E3,Best Western Plus Waterbury - Stowe,Property Itself,45 Blush Hill Rd ,,Waterbury ,VT,05676,United States,(802) 244-7822,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Referral - Know Personally,Groove TV,06-02-2021,9/19/2022,33F62C45-0FFF-4952-80C9-61FE0DBF4BEA,,
9423C58B-C930-4D76-BA9A-6A07737EE022,Nicus Hospitality LLC,Property Itself,201 N 17th Ave,,Wausau,WI,54401,United States,(715) 845-4341,(405) 334-2439,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Old Website Form,Google,5/30/2020,07-03-2025,BE86AE57-6A2A-4142-89C9-135A36C80086,,
C5E9FB8E-3151-4E6B-A91C-70F87F650B73,Best Western Porterville,Property Itself,350 West Montgomery Ave,,Porterville,CA,93257,United States,(559) 781-7411,,,knaimi@excelhotelgroup.com,https://www.bestwestern.com/en_US/book/hotels-in-porterville/best-western-porterville-inn/propertyCode.05525.html,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,,,,07-10-2024,4EDB7180-A482-4616-8EEA-69A87D5326D0,Missing,
C842FABC-6D30-4046-AF62-019F035BF3A8,Best Western Post Oak Inn,Property Itself,908 Buchanan Dr,,Burnet,TX,78611,United States,(512) 756-4747,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Google Web Search,Google Ad ,9/14/2021,08-11-2023,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,,
CD3B4989-2127-4828-AF11-3866B7D9BABE,Best Western Rail Haven ,Property Itself,203 S Glenstone Avenue ,,Springfield,MO,65802,United States,(417) 866-1963,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,Dale- Elliott Lodging,1/27/2016,01-11-2023,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,,
845B3F89-2E6A-472E-BD0A-CD1E7F7E9301,Best Western Redondo Beach Galleria Inn,Property Itself,2740 Artesia Boulevard,,Redondo Beach,CA,,United States,(310) 370-4353,,,,http://www.courtesyhotels.com/, ,, ,,,,12/18/2006,10/15/2014,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
D4C179CA-7CCC-4BEF-8D25-61B0FFACD971,Best Western Refugio,Property Itself,1007 N Victoria Hwy 77,,Refugio,TX,78377,United States,361-526-4600,,,,http://book.bestwestern.com/bestwestern/US/TX/Refugio-hotels/BEST-WESTERN-Refugio-Inn/Hotel-Overview.do?propertyCode=44598,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Referral,,3/28/2016,08-11-2025,83921781-8409-4BDC-9315-A3CFA4D66B3C,,
E97AE811-AE82-4F05-8529-9D396B7BE2AA,Best Western San Diego/Miramar,Property Itself,9310 Kearny Mesa Rd,,San Diego,CA,92126,United States,(858) 578-6600,,,,http://www.bestwesternmiramar.com/,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Referral,,08-10-2015,03-03-2025,BE86AE57-6A2A-4142-89C9-135A36C80086,,
E690FF3D-6225-4748-A85C-2D629594CFDA,Best Western Seven Seas,Property Itself,411 Hotel Circle South,,San Diego,CA,92108,United States,(619) 291-1300,,,nstraub@greystonehotels.com,www.bw7seas.com,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,,,,,,Missing,
9D9F1073-013D-426F-A99A-ABC56D554491,Best Western Springfield,Property Itself,6721 Commerce Street,,Springfield,VA,22150,United States,(703) 922-6100,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Free Wi-Fi Assessment Webpage,Came in online,4/20/2023,5/18/2023,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
DD2BA5AF-3E82-4F7D-96F1-E819ED8B0535,Best Western Suites -LAX- 5005 W Century,Property Itself,5005 W Century Boulevard,,Los Angeles,CA,,United States,(310) 677-7733,,,,http://www.courtesyhotels.com/, ,, ,,,,12/18/2006,10/15/2014,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
17C913F1-37F1-4504-A255-E3BBE107CE26,Best Western Supply,Property Itself,6201 N. 24th Parkway,,Phoenix,AZ,85016,United States,(602) 957-4200,,,,http://www.bestwestern.com/about-us/press-media/,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B, ,,PPC,,10-03-2016,04-08-2020,7352A30D-B9FD-4F36-8387-97DEDB400316,,
8FD1716F-0784-4905-9658-599CD81D86EF,Best Western Supply Canada ,Property Itself,"6557 Mississauga Road, Unit D| ",, Mississauga,,,Canada,905-816-4787,,,,https://www.bestwesternsupply.com/canada/index.html,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Referral,4/22/21 BITAC Operations 2021,02-05-2018,4/22/2021,C266B917-C096-4068-8599-0C31E6DC30CD,,
378EE811-EC76-434A-A9E5-57858B35D615,Best Western Valencia Inn,Property Itself,27413 Wayne Mills Pl,,Valencia,CA,91355,United States,(661) 255-0555,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,Neil at Excel Hotel Group,10/22/2015,10/22/2015,6481A1B6-3C7C-4489-841F-FA6E73A11321,,
841DC884-D2D8-4A0B-8CAB-E0435EAD995A,Best Western Woodland Hills,Property Itself,21830 Ventura Blvd,,Woodland Hills,CA,91364,United States,(818) 340-1000,,,vipparmar@aol.com,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Referral,,,6/30/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,,
BC33E6E6-9B5A-4F8F-94CB-DA285C58870C,Best Western Yacht Harbor Inn,Property Itself,150 Marina Plaza,,Dunedin,FL,34698,United States,(727) 733-4121,,(727) 736-4365,avflholdings@gmail.com,https://www.bestwestern.com/en_US/book/hotel-rooms.10226.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:10226,Casey Flynn,477E0EB0-2A23-49D1-9769-CDCA1D8C0D4B, ,,,,,4/24/2024,A4247FC0-EE48-4528-8659-7B607A065EFF,,
B9F401C0-BE32-4A46-B7B7-51210B127BB8,Bethesda Court Hotel ,Property Itself,7740 Wisconsin Ave,,Bethesda ,MD,20814,United States,301-656-2100,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,,12/21/2016,12/21/2016,B98D2021-CFEC-433A-B4E5-7297486E9D44,,
D4703D48-1487-4D3B-9424-B19F242D5512,Beyond TV - One Wilshire Hibox,,,,,,,United States,,,,,, ,, ,,,,04-10-2014,3/18/2015,A191783E-0867-4694-BCD3-CE403B6668A5,,
7E3A6C51-0A31-4665-B932-9C58D2743D70,BeyondTV Streaming,,"4590 Ish Dr., Ste. 120",,Simi Valley,CA,93063,United States,877-265-7575,,,,www.hotelwifi.com, ,, ,,,,2/20/2015,3/21/2018,7352A30D-B9FD-4F36-8387-97DEDB400316,,
32C1030D-8BBA-45E0-9089-F409183A50D4,BHP,Management Company,171 Collins St.,,Melbourne,Victoria,3000,Australia,+61 3 9609 3333,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Old Website Form,Came in online,10-08-2023,10/18/2023,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
0772B5F8-2D22-426C-BC03-76DEC1DA9079,Big 7 Motel,Property Itself,333 Broadway ,,Chula Vista,CA,91910,United States,760-815-2818,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,,3/14/2017,3/14/2017,B98D2021-CFEC-433A-B4E5-7297486E9D44,,
5426B6F0-2904-4641-B847-E3142B4C32F4,Big Bear Frontier ,Property Itself,40472 Big Bear Boulevard,,Big Bear Lake ,CA,92315,United States,(909) 866-5888,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Tradeshow/Conference,Show listing ,03-03-2021,01-11-2022,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,,
3FD3AF84-663F-4D2D-8485-3990F17D752E,Big Bend Design,,11021 Wildlife Trail ,,Tallahassee,FL,32312,United States,(239) 601-2646,,,bigbenddesign@gmail.com,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Referral - Know Personally,.,04-11-2022,04-11-2022,BE86AE57-6A2A-4142-89C9-135A36C80086,,
A2A6834E-9956-41B5-B96E-60DCEA57646B,Big Cedar Lodge,Property Itself,190 Top of the Rock Road,,Ridgedale,MO,65739,United States,(800) 225-6343,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Referral,Came from Michel Brown who is the agent we're working with on Angler's Lodge,12/15/2020,12/30/2021,C04CE155-DB23-4A4E-AD97-341DBF95CD84,,
1F71F023-F1EC-4A08-948A-5415DA3F2AB5,Bilmar Beach Resort,Property Itself,10650 Gulf Blvd ,,Treasure Island ,FL,33706,United States,(727) 360-5531,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,Trevor Warner ,2/22/2018,9/25/2019,6481A1B6-3C7C-4489-841F-FA6E73A11321,,
96D7FEFE-D0E7-49D9-8D92-168DC608DE07,Bimini Square,Property Itself,440 Cape Coral Parkway East,,Cape Coral ,FL,33904,United States,0000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral - MDU Consultant,InfiniSys,01-05-2024,01-05-2024,C9D09C63-60DD-4E43-95D2-76CB846D9484,,
F78CED4F-EC44-4B61-A5B5-3C4233210B68,Birchway Commerce City,Property Itself,NWC of Peoria Parkway & Peoria St,,Commerce City,CO,80022,United States,0000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral - MDU Consultant,Realpage,3/19/2025,3/19/2025,C9D09C63-60DD-4E43-95D2-76CB846D9484,,
4BB824D9-0F49-4D4B-9234-12ED776AFC57,Birchway Elk Grove,Property Itself,SW Corner of Big Horn Blvd and Whitelock Parkway,,Elk Grove,CA,95757,United States,0000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral - MDU Consultant,Realpage,1/30/2025,1/30/2025,C9D09C63-60DD-4E43-95D2-76CB846D9484,,
33FCF4CE-F75D-4DF9-859B-79FE017F6D11,Birchway Quarry Falls,Property Itself,NEC of Old Decatur Rd and I-820,,Fort Worth,TX,,United States,0000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral - MDU Consultant,Realpage,6/22/2023,6/22/2023,C9D09C63-60DD-4E43-95D2-76CB846D9484,,
1F7C7D84-1E15-47F0-9D04-4E1DC6E10F43,Birchway Sanger,Property Itself,1501 W Chapman Dr,,Sanger,TX,,United States,0000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral - MDU Consultant,Realpage,3/19/2025,3/19/2025,C9D09C63-60DD-4E43-95D2-76CB846D9484,,
C1D72795-8765-4AD6-8218-DC3935EEE526,Birchway Sarasota,Property Itself,21st St East,,Sarasota,FL,,United States,0000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral - MDU Consultant,Realpage,2/28/2025,2/28/2025,C9D09C63-60DD-4E43-95D2-76CB846D9484,,
2CCAEA38-2441-40DE-8C2E-CCCA12CB3153,Birchway Sherman,Property Itself,601 Graham Dr.,,Sherman,TX,75092,United States,0000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral - MDU Consultant,Realpage,6/27/2023,6/27/2023,C9D09C63-60DD-4E43-95D2-76CB846D9484,,
E9331EBE-4D2B-4223-AD7C-C4DA96367B12,Bisby at Newport Apartments,Property Itself,30 Park Lane North ,,Jersey City ,NJ,07310,United States,(212) 708-6925,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Referral - Customer Portfolio Expansion,Rick Garrigan ,2/14/2022,08-04-2025,455A85CF-EFA2-4B88-880C-81F78B4E2132,,
0A9503D5-B382-4AC5-BCCA-4488AF70EA28,Bishop Gadsden,Property Itself,One Bishop Gadsden Way,,Charleston,SC,29412,United States,(843) 762-3300,,,systems@bishopgadsden.org,https://www.bishopgadsden.org,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,,,,6/17/2025,8FF1356F-7276-4B21-BF4C-3D91DC4F3B53,,
BDDE4274-3081-4633-87BE-3DD68B632465,Bits Technical Corp,Reseller,"3711 Briar Parl, Suite 395",,Houston,TX,77042,United States,(713) 735-9999,,,james.li@bitstech.com,,Chris Orbesen,1CE3E306-C864-40F5-97AD-0EDEC8D1DA83, ,,,,,,,,
FDCF729B-4636-4987-B983-113F032B9223,Black Bear Casino Resort,Property Itself,1791 Minnesota 210,,Carlton,MN,55718,United States,(218)878-2327,,218-878-2317,Paul.Hirsch@citon.com,www.blackbearcasinoresort.com,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B, ,,,,,2/25/2020,7352A30D-B9FD-4F36-8387-97DEDB400316,,
6D1DF129-B47F-4C40-89C0-441F88E9F6B0,"Black Gaming, LLC.",Management Company,,,,,,United States,,,,,,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B, ,,,,8/16/2013,8/22/2017,7352A30D-B9FD-4F36-8387-97DEDB400316,,
4702FF5B-20EA-4986-87F8-CEAAFF120739,Blackcomb Springs Suites,Property Itself,4899 Painted Cliff Rd,,Whistler,British Columbia,V8E 1E2,Canada,(604) 972-1004,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Marketing Campaign,Came from this campaign,1/24/2023,09-06-2023,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
BD425856-63A3-4B08-A11A-3C57A92A7C72,Blackgold Country Cabins,Property Itself,121 Main Street,,Wallerawang,New South Wales,2845,Australia,02 63557 305,,,,,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,Referral - Liveport Australia,Liveport,5/28/2021,5/28/2021,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
3EB1BA20-6868-44C3-89EF-7A6C7DA14376,Blind Tiger Asheville,Property Itself,173 E Chestnut St,,Asheville,NC,28801,United States,(828) 253-2553,,,,,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Referral - Know Personally,Old CLient,03-10-2025,03-10-2025,1731E44B-31D2-4E04-992A-5396A14D8BC4,,
2AA440E2-E667-4241-8B5D-6F30802157B9,Block 20,Property Itself,100 Herron Dr,,Amherst,NY,14228,United States,0000000000,,,,,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Rowdy Smith,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,Referral - Existing Relationship,Redpoint Connect,03-11-2025,03-11-2025,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,,
EA61CEB2-D01A-4AED-9B80-4CE172E3A3FC,Blue Angel Hotel NYC,Property Itself,152 E 55th St,,New York,NY,10022,United States,(212) 752-0600,,,,https://www.blueangelhotelnyc.com,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Marketing Campaign,possible BTV ,11/29/2016,5/29/2025,B12081BD-089F-4177-8F9D-ADAAA1699F05,,
C8448638-8B76-451F-A4F1-4797251BF52D,"Blue Chip Casino, Hotel and Spa",Property Itself,777 Blue Chip Drive,,Michigan City,IN,46360,United States,219-879-7711,,,,http://www.bluechipcasino.com/,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B, ,,Referral,,5/25/2017,04-09-2019,50701B8D-092F-4BFD-97C5-72C35AF9EC7C,,
41F70B8C-0479-4B76-A419-84947EC784CA,Blue Harbor Resort,Property Itself,725 Blue Harbor Drive,,Sheboygan,WI,53081,United States,920-452-2900,,920-452-2909,,www.blueharborresort.com,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Referral,,01-06-2016,01-06-2016,3C98F675-206E-40A2-95FD-8BB55C33228B,,
C5C0BB0F-1995-45DD-B60D-D02A1228B5E1,Blue Heron,Property Itself,1596 West Blue Heron Blvd,,Riviera Beach,FL,33404,United States,1111111111,,,,,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Rowdy Smith,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,Referral - Existing Relationship,Estate Comm,03-04-2025,03-04-2025,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,,
7DC788C4-DF1B-45C0-BB5A-5B543D1125FC,Blue Parrot,Property Itself,1560 N Palm Canyon Drive,,Palm Springs,CA,92262,United States,714-856-9107,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Call-in to Sales Line,,04-07-2016,04-07-2016,B98D2021-CFEC-433A-B4E5-7297486E9D44,,
BAE140EC-61E3-4A79-A884-4EA16D731E53,Bluebird Inn Cambria ,Property Itself,1880 Main St,,Cambria ,CA,93428,United States,(530) 370-4323 ,,,,,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Tai Chesimard,E8174B36-352F-4F1D-A9D8-09CA69A906FC,Marketing Campaign,He went to the website and asked for more info. I called him back. ,9/14/2020,05-09-2024,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
F6202B76-5607-4A65-B76D-A278A884D1D3,Bluewater Resort - Spinnaker ,Property Itself,10 Blue Water Marina Drive,,Hilton Head Island,SC,29926,United States,1 (843) 422-8342,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Referral - Customer Portfolio Expansion,Came from Sparklight,1/21/2025,1/23/2025,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
DEFBE5DE-A8F4-4BCC-8F64-CF5415C94CAA,BlueWater Resort and Casino,Property Itself,11300 Resort Drive ,,Parker ,AZ,85344,United States,(928) 669-7000,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Tradeshow/Conference,BTV prospect.. Maybe T522 in the rooms    ..  BILLabove ,11/16/2016,12-06-2023,BE86AE57-6A2A-4142-89C9-135A36C80086,,
3ED6758D-4946-4B2E-AAB4-669BC28678EE,BMS Hotels,Management Company,402 8th Ave,Suite 206,San Francisco,CA,94118,United States,,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,,,01-02-2025,01-02-2025,BE86AE57-6A2A-4142-89C9-135A36C80086,,
25E8A390-11B1-456F-AFCD-660B235AB0FE,Boardwalk Beach Hotel,Property Itself,9600 S. Thomas Dr,,Panama City Beach,FL,32408,United States,(850) 890-8011,,,,https://boardwalkbeachhotel.com,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Free Wi-Fi Assessment Webpage,"Oringally came in summer 2019, they followed up in September 2020.",09-12-2019,8/26/2024,BE86AE57-6A2A-4142-89C9-135A36C80086,,
241F9202-F401-42B7-BF56-EE37C1577905,Boathouse Hotel,Property Itself,21 Ocean Ave.,,Kennebunkport,ME,04046,United States,207-967-8223,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Old Website Form,,10-07-2016,10-07-2016,3C98F675-206E-40A2-95FD-8BB55C33228B,,
6CD0EFEB-8224-4567-B27A-8D07CE8F1157,BOB Hotels Tallahassee,Property Itself,1695 Capital Circle NW,,Tallahassee,FL,34234,United States,(941) 544-7858,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Free Wi-Fi Assessment Webpage,found us online,11/22/2023,1/15/2024,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
AC30531F-1D80-45B5-B1BB-2E32111AD3DE,Bob's carpet mart,3rd Party Vendor,,,,,,United States,(727) 555-1212,,,,,Sarah Williams,BE86AE57-6A2A-4142-89C9-135A36C80086, ,,PPC,,1/13/2016,11-11-2022,BE86AE57-6A2A-4142-89C9-135A36C80086,,
F4094EB6-BD61-46E5-9768-6AD5E7B1341D,Boca Raton Apartments,Property Itself,5546 Boca Ratton  Condos,fort worth ,Texas,TX,,United States,8177215524,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Telemarketing/BDR,,07-10-2018,7/25/2018,331503EC-8B46-46F6-AE21-35CCDDC82FC2,,
791BE7F6-41B4-47B5-A288-FE4A4362E03E,Boca Raton Museum of Art,Property Itself,501 Plaza Real,,Boca Raton,FL,33432,United States,(561) 392-2500,,,iford@bocamuseum.org,http://www.bocamuseum.org/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,,,11/21/2012,12/31/2015,C04CE155-DB23-4A4E-AD97-341DBF95CD84,,
DE2C9760-E0A0-4EB5-A2CD-B32143FB1FC6,Boca Vista Apartments,Property Itself,1820 Northwest 15th Vista,,Boca Raton,FL,33432,United States,0000000000,,,,,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Rowdy Smith,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,Referral - Existing Relationship,Estate Comm,03-04-2025,03-04-2025,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,,
0DB37E39-AEAE-4859-B611-0FB3B66BC934,Bolewood Capital,,,,,,,,(919) 815-0046,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Get Your Free Demo Webpage,,11-11-2024,11-11-2024,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,,
