CRM Client Id,Salesperson,Salesperson ID,Company Name,Management Company,Status,CRM Status,Street,Street2,City,State,Zip,Country,Phone Number,Phone2,Fax,Email,Website,Number of Rooms,Brand,Sub-brand,Estimated Opening Date,Company vs Property,CRM Property Type,Property ID,Lead Source,Lead Source ID,Lead Generator,Lead Generator.1,Source Notes,Created Date,Call Back Date,Import Status
862225E0-A751-4D7D-B7FD-12F96C54080E,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Hospitality Ventures Managment Group HVMG,,New,Prospect,990 Hammond Drive ,Suite 325,Atlanta,GA,30328,USA,404.467.9299,,,,,0,,,,Company,Managing Company,, ,,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,BITAC 2021,3/30/2021,11/14/2023,created
D950F67A-A964-4717-BECE-1460FED9D290,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,The Inn at Chesapeake Bay Beach Club,,New,Prospect,180 Pier 1 Rd,,Stevensville,MD,21666,USA,(410) 604-5900,,,,,77,,,,Property,Advertising Co,, ,,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,BeyondTV Demo Request ...,1/21/2021,10-05-2023,created
C5F866DB-F7CC-41BB-A3ED-158182B34E84,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Misty Harbor Resort,,New,Prospect,,,,,,,(207) 646-8373,,,,,0,,,,Unknown,,, ,, ,,,08-03-2016,,created
CE9F1EDC-460D-41FC-9F60-16897B88ACB5,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Windjammer Resort & Beach Club,,New,Prospect,,,,,,,(954) 776-4232,,,,,0,,,,Unknown,,, ,, ,,,07-05-2016,,created
B4C4974D-C78F-4290-BC32-16D293ACAA7D,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Bernstein Companies,JET Hotel Solutions,New,Prospect,3299 K Street,,Washington ,DC,20007,USA,(202) 333-9000,,,,,0,,,,Property,Hotel,, ,,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Jet Hotel Solutions,07-05-2022,,created
173FD883-6FD9-408D-AB2A-16DFBE9A1AEB,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Concord Hospitality,,New,Prospect,11410 Common Oaks Dr,,Raleigh,NC,27614,USA, (919) 455-2900,,919.455.2909,,http://www.concordhotels.com/,0,,,,Company,Managing Company,, ,, ,,Past Customer,9/22/2016,,created
76E8A0B3-73D1-4CEC-BB6D-1970DD6116D6,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Greatchoice Computer Service,,New,Prospect,,,,,,,(877) 290-0489,,,,,0,,,,Unknown,,, ,, ,,,2/28/2017,,created
29ED2C81-75D0-4747-B371-1B428A7938D0,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Paez,,New,Prospect,,,,,,,(704) 999-0100,,,,,0,,,,Unknown,,, ,, ,,,08-02-2016,,created
984CB80F-68ED-4EE0-BFB1-1B5A01EFD897,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,The Manor Suites,,New,Prospect,,,,,,,(415) 832-9119,,,,,0,,,,Unknown,,, ,, ,,,9/22/2016,,created
B5B1839E-8AC4-4BF9-ACCB-1C2D5FB0CCA6,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Le St-Martin Montreal Hotel Particulier,,New,Prospect,980 Boul. de Maisonneuve Ouest,,Montreal ,Quebec,QC H3A,Canada,(514) 843-3000,,,,,123,Independent,,,Property,Hotel,, ,,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Winter 2022 WiFi email ,1/13/2023,10/26/2023,created
81BE48B4-A75F-48CB-9C15-1D51D5900F5E,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Cache Creek Casino Resort ,,New,Prospect,14455 Highway 16,,Brooks,CA,95606,USA,(530)796-5635,,,,,200,,,,Property,Casino/ Hotel,, ,, ,,HITEC Walk-in,6/30/2016,,created
1A1106DC-4392-47C6-B56A-1E1DFD972B32,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,The Lismoyne Hotel,,New,Prospect,,,"Fleet, Hampshire",,England,United Kingdom,4.41253E+11,,,,,25,,,,Property,Hotel,, ,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Direct Traffic,5/26/2022,,updated
E8D3C810-E01B-4A6F-93F7-26E08AFB6483,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Aspen Hotel,,New,Prospect,5669 Main Street ,,Manchester Center ,VT,05255,USA,8023622450,,,,,25,,,,Property,Advertising Co,, ,, ,,BTV Contact form,02-03-2021,5/23/2023,created
92E98F6F-CE43-4A45-86C7-286BBA12A408,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Gehospitality,,New,Prospect,,,,,,,(229) 241-9221,,,,,0,,,,Unknown,,, ,, ,,,05-11-2016,,created
