CRM Address ID,Name,Company CRM ID,Street,Street2,City,State,Zip,Country
48787FA5-BD8B-4873-A5C5-BCD415D23A64,Shipping Address,91B04C69-AB11-45E9-8D17-23A6D5FBEF14,82 Blueberry Ln,,Shelton,CT,6484,United States
24C2BD2E-76B5-4CDA-840F-BF8DFF4F3471,Shipping Address,D07D252E-7019-467B-AED5-17C35370E81C,6203 Catalina Drive Unit #112,,Normth Myrtle Beach,CA,29582,United States
29955D60-1635-4C02-9E77-C05466DAB4B7,Shipping Address,BB0628D4-56AC-442F-B8F2-5A381E60DA38,P.O. Box 5790,,,,,United States
A4B8478A-B048-4C32-825B-C15ABD78D90C,Shipping Address,ABD43ABD-ACB7-4311-86E5-541F043BC28C,"3/7 Bell Street, Torquay, Victoria, , 3228",,,,,Australia
21136C2A-0549-49E8-9BE5-C33081AB1AAB,Billing Address,CBF10ED6-E790-4E88-A2D3-46B265CAA436,Legado Companies,121 S. Beverly Drive,Beverly Hills,CA,90212,United States
AA9A473F-6C39-40DE-A102-C3A67722B9D1,Shipping Address,63EA38FA-7096-49F3-91FF-FA40E053483F,2200 W Burlington Ave,,Fairfield,IA,52556,United States
58F62042-1333-451C-AD41-C5E9303F2A61,Shipping Address,CD7335AC-7BE3-490F-9C68-6CC31F199A48,6905 Thomas Drive,,,,,United States
61FBCAC5-5814-48B4-BFA2-C8AED1FC58BB,Billing Address,C145E402-8E7E-43F7-B726-57168567B9C5,101 Merritt 7,1st Floor,,,,United States
42F48EF6-67D8-49C5-9029-C9C954C5E04B,Shipping Address,1212AD4A-E792-4512-8E2A-0CA9E7EF1DAB,Laguna Surf Lodge,825 S Coast Hwy,Laguna Beach,CA,92651,United States
A5CBEFA3-DFC4-4C04-B91F-C9F3AF8CD6AC,Shipping Address,C566F6F4-A959-4AE9-BB71-A0EFDF31B8EA,Clarion Pointe Prescott Valey,7801 East State Route 69,Prescott Valley,AZ,86314,United States
99F2E19B-E295-4B74-833B-CA299C616637,Billing Address,0B461759-CFC2-4F5C-B05F-936D16DBA92F,1555 Palm Beach Lakes Blvd,,,,,United States
9FBE5A36-3029-4CAA-AECB-CBA074FBFF4D,Billing Address,52F7FD1A-BB7A-4A93-AD3E-678898FA93C1,9600 Newbridge Dr,,Potomac,MD,20854,United States
2EB5E55A-F05D-4C17-B12E-CD55CD6FCD90,Shipping Address,0BBC7285-8730-4E6C-91DE-DBFECC2420CC,11807 Front Beach Rd,,,,,United States
72BF9238-A63D-4AF7-9258-D266E821D705,Shipping Address,F742AF06-E791-43B8-A56C-6BF3E35CB810,4245 W. Airport Freeway,,Irving,TX,75062,United States
6CEFE6C5-C5FF-401D-A008-D2C4CFE8ACA0,Shipping Address,78139225-0431-4040-A57C-92FADB1ABC34,"Warehouse (Attn: Elias Perdomo, Optional Clayton Melson)",6800 Lakewood Plaza,Orlando,FL,32819,United States
A0D1FDAD-9814-42E3-B3F7-D2FE12A010AB,Billing Address,C65CFB0B-682E-4CF4-861C-59FD441E8FD7,600 State Highway 23 ,,Wisconsin Dells,WI,53965,United States
4CD2C453-C61D-4975-8923-D3C91CF97564,Billing Address,F0642B72-A6B8-4D8B-BC18-D7CF906C5C7A,1839 Fort Worth Ave,,Dallas,TX,75208,United States
D1A5972D-7ECB-4DCA-A034-D706B4F6C3F2,Billing Address,290BE453-394F-4E96-9BFF-1F0277231AF0,Previous address listed: 700 Washington Blvd ,(changed per Rick G.),Jersey City ,NJ,7310,United States
4A4FAF39-CC91-4E32-8223-D9E00A0E0183,Billing Address,D56B79DF-B553-40DC-9417-0D6847EE94A3,PO Box 1870,,Lynn Haven ,FL,32444,United States
3B9BFE2C-B036-4DA2-BBAC-DA507C1990EB,Shipping Address,9EC27D24-B293-4C80-A4BB-E6C742624521,"TeleData Solutions, LLC",360 Vic Lane,Nicholson,PA,18446,United States
9E34AA28-C291-4DA4-B0F7-DC5BF2723AE3,Shipping Address,A2E7B4AD-1C35-4552-8990-B9E2470C70C1,77 Lagoon Street,,Goulburn NSW,,2580,Australia
4AD78E5D-A59C-4DBC-A6E5-DD7A796700E5,Billing Address,24D2895D-4625-4FA4-A51B-E929CACFF4AD,#6 The Pines Unit F,,St Louis,MO,63141,United States
1285D7A1-EDC0-4B1C-A362-E1A84AF13707,Shipping Address,1721CC1E-3209-4598-AFEA-756625A7A819,PO Box 10,,Sun Valley ,ID,83353,United States
851E214D-CB8F-4902-B47C-E20264B0A370,Shipping Address,FFEE661A-A53A-4F1E-8F65-AC8B8D7734C7,310 Appleseed Ct ,,Clarkesville,GA,30523,United States
5EFC190F-3D04-42C9-B16D-E5DF8AD4BEE8,Shipping Address,7EDCD00F-0FB2-447C-BEA8-3191C0D11A09,1439 S. 40th Avenue,Suite 200A,Phoenix,AZ,85009,United States
2617DF7D-CCD7-481A-A174-E65EAD5F137E,Shipping Address,3ACE0CA4-D0D0-4E85-840F-2E4D74C66258,615 S Main St,,Stowe,VT,5672,United States
ECE9BA1E-2FEB-4370-97D7-E98235CD7555,Shipping Address,C5291A84-13A3-4190-A416-B824894A451E,"Via Aristotile Fioravani, 6",,20154,,Milano,United States
64FC3A58-0436-4229-8D32-EC27E5E017DD,Shipping Address,16F21C21-27B9-44A3-88D3-92F25CFE7C03,"Warehouse (Attn: Elias Perdomo, Optional Clayton Melson)",6800 Lakewood Plaza,Orlando,FL,32819,United States
8152E7AF-8BE4-45ED-A317-EC7A94119433,Billing Address,32F924C7-D583-4BD3-AE86-12DB46651B0C,619 S Gulfview Blvd,619 S Gulfview Blvd,Clearwater Beach,FL,33767,United States
95B0EF79-17DF-473F-B7E0-EC9442D4D16B,Shipping Address,474C1543-A9C0-4BEE-914B-DD8177BF2BD2,2307 N Tamiami Trail,,Nokomis,FL,34275,United States
9FD39717-75F8-4122-A8D8-EE2CB7FDD104,Shipping Address,7A20C867-9BE8-468F-B1D4-5AB286E06983,"Warehouse (Attn: Elias Perdomo, Optional Clayton Melson)",6800 Lakewood Plaza,Orlando,FL,32819,United States
7134C7DA-0160-46BB-9E78-F0CDE45741DB,Shipping Address,8B6D8787-8F35-4009-9E17-1304FE3944D3, UCSF Medical Center,505 Parnassus Ave,San Francisco,CA,94143,United States
E3C32524-7694-4465-94CB-F17F81A90244,Shipping Address,F7FB3633-559F-424D-B0BC-C3CB5F9988E9,"Warehouse (Attn: Elias Perdomo, Optional Clayton Melson)",6800 Lakewood Plaza,Orlando,FL,32819,United States
9F6D3E81-34F8-4837-B702-F1C0AB1491B7,Shipping Address,301472DB-CDD7-46C1-B1EF-4AF7F469E057,"9000 Foothills Blvd., Suite 100, ",,Roseville ,CA,95747-4411,United States
4F3B861A-150D-4419-801B-F2D77461A89A,Billing Address,AA401273-BBFD-4CBF-A4E3-00D20938C508,PO Box 1870,,Lynn Haven,FL,32444,United States
C40436D6-227C-4491-9706-F33379A18695,Shipping Address,C891B820-0E6A-4FF8-A045-8E6776328130,14283 76th Rd N,,Loxahatchee,FL,33470,United States
78956AB2-F643-4E26-99E6-F3B433FE8548,Shipping Address,C31B5038-CA83-4F10-B2BC-6FDFAB1930F0,Abacustel Communications Inc,4610 SW 5th Terrace,Miami,FL,33134,United States
DE4C7EA6-5994-4A2B-8754-F3BD88942DBF,Shipping Address,517C6427-55E9-441D-AD87-19DEDAEAE84C,4145 S Faulkenburg Rd,,Riverview,FL,33578,United States
5C953746-8700-4194-9612-F6CC99BE3D1B,Shipping Address,C39CDB48-3721-4EC6-A4EA-4EA7BFD89B06,7909 Panama City Beach Parkway,,,,,United States
A6A9A070-4250-437D-931D-F7665E9CA51B,Billing Address,8B94BCFF-1C29-4C80-80A0-CE8756EF61DE,Found Property Management,11828 La Grange Ave,Los Angeles,CA,90025,United States
DE837F6D-35AC-4102-987C-F85806EDE0D7,Shipping Address,EA2C6A2A-DBF5-4437-AD57-05577184E084,Bungalows Key Largo,#3 Thurmond St.,Key Largo,FL,3307,United States
72FEABB7-3145-407F-BB4C-FCE36BCB8982,Billing Address,DDBA6CDE-3ACB-461F-AB45-DB64F5CED627,5410 Bellaire Blvd,,Bellaire,TX,77401,United States
190426C2-EE93-41D2-A8E9-FD7F70A4CE5A,Shipping Address,3B00F5CB-0849-4801-8AAF-13D511427939,300 W. Clarendon Avenue,Suite 325,Phoenix,AZ,85013,United States
