CRM Client Id,Salesperson,Salesperson ID,Company Name,Management Company,Management Company ID,Status,CRM Status,Street,Street2,City,State,Zip,Country,Phone Number,Phone2,Fax,Email,Website,Number of Rooms,Brand,Sub-brand,Estimated Opening Date,Company vs Property,CRM Property Type,New Property Type,New Company Type,Property ID,Lead Source,Lead Generator,Lead Generator,Source Notes,Created Date,Call Back Date
F4C530EE-BF5A-42F4-88E3-096F4E5064AB,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Tropic Seas Resort,NULL,NULL,New,Prospect, 4616 El Mar Drive,,Lauderdale-By-The-Sea,FL,33308,USA,(954) 772-2555,,,,,20,Independent,,NULL,Property,Advertising Co,NULL,Property Itself,,Marketing Campaign, ,NULL,"CRM Lead Source: Casino Roulette Wheel Email [Free Wi-Fi Assessment], CRM Source Notes: ",3/15/2016,NULL
006438DF-C23C-4F83-86D6-0D8E6CC24D33,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Boughton Hotel,NULL,NULL,New,Prospect,140 Ocean Ave,,Kennebunkport,ME,04046,USA,(207) 967-3331,,,,,125,,,NULL,Property,Advertising Co,NULL,Property Itself,,Contact Us Webpage,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,"CRM Lead Source: HIS Website Contact Form, CRM Source Notes: HIS Contact form ",8/21/2021,10/10/2023
DD34F5E5-F657-4F6C-A1E1-9B2F29C89B04,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Arena CaliFino ,Watkins Landmark Construction,32B986EF-C9E7-4431-8F2F-62D102620B60,New,Prospect,3301 Senior Center Drive ,,Oceanside,CA,,USA,(858) 259-1240 ,,,,,7000,,,NULL,Property,Areana / Stadium,Arena / Stadium,Property Itself,,Referral,Shayne Rose,3699428D-3A9C-419F-AA5C-7E0525476F3D,"CRM Lead Source: Personal Referral, CRM Source Notes: Watkins  https://www.sdsockers.com/ https://www.iconarchitects.com/athletics/arena-califino.html",6/8/2020,NULL
F84B3DA2-5D12-4F2E-8279-6ADD767D4BDF,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Caesars Windsor,NULL,NULL,New,Prospect,377 Riverside Dr East,,Windsor,OH,N9A 7H7,Canada,519-258-7878  ex: 22311,,,,,758,Caesar's Entertainment Corporation,,NULL,Property,Casino/ Hotel,Casino,Property Itself,,Tradeshow/Conference, ,NULL,"CRM Lead Source: Trade Show - HITEC 2015, CRM Source Notes: HITEC 2017",7/6/2017,NULL
81BE48B4-A75F-48CB-9C15-1D51D5900F5E,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Cache Creek Casino Resort ,NULL,NULL,New,Prospect,14455 Highway 16,,Brooks,CA,95606,USA,(530)796-5635,,,NULL,,200,,,NULL,Property,Casino/ Hotel,Casino,Property Itself,NULL,Tradeshow/Conference, ,NULL,"CRM Lead Source: HITEC/ Ad Campaign BTV Demo Sign Up, CRM Source Notes: HITEC Walk-in",6/30/2016,NULL
D065D585-D2B1-4DE3-8380-DC82DC1A5F54,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Four Queens Hotel and Casino,NULL,NULL,New,Prospect,1,,,,,USA,(702) 387-5108,,,NULL,,1,,,NULL,Property,Casino/ Hotel,Casino,Property Itself,NULL,Tradeshow/Conference, ,NULL,"CRM Lead Source: United Group Managers Retreat 2025, CRM Source Notes: ",9/27/2016,NULL
52259E74-560D-4068-99A7-EC66003BFE4B,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Tyler Street Residences,Watkins Landmark Construction,32B986EF-C9E7-4431-8F2F-62D102620B60,New,Prospect,3337 Tyler Street,,Carlsbad,CA,92008,USA,(858) 259-1240 ,,,,,200,,,NULL,Property,Condominium,Condominium,Property Itself,,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: ",8/7/2018,NULL
2BCB4CAF-4133-46C3-97C3-E6C026311C61,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,The Mayfair at Coconut Grove,NULL,NULL,New,Prospect,,,Coconut Grove,FL,33133,USA,(305) 441-0000,,,,,1,,,NULL,Property,Hotel,Hotel,Property Itself,NULL,Tradeshow/Conference,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,"CRM Lead Source: HITEC 2017 BTV Demo Sign Up, CRM Source Notes: FROM QUOSAL   Hotel ",6/14/2017,4/26/2018
E0A16DA9-A4F5-4E76-83A7-E7C4F1FD94B0,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Daniels Summit Lodge,NULL,NULL,New,Prospect,Highway 40 Daniels Summit Pass,,Heber City,UT,84032,USA,(800) 519-9969,,,,https://www.danielssummit.com/winter-home,1,,,NULL,Property,Hotel,Hotel,Property Itself,,Referral - HIBOX,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,"CRM Lead Source: HIBOX Referral, CRM Source Notes: Lead from Danny.",1/27/2025,NULL
20599EA9-B3EB-4D9C-8940-D2E4C096D8FD,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Cambria Hotels Jacksonville,LORGAVEN JAX HOSPITALITY LLC,5421A80E-CD05-4048-878E-4BEBA70A4BD4,New,Prospect,1479 Airport Road,,Jacksonville,FL,32218,USA,407-402-6560,,,,,125,Choice Hotels,Cambria,2/28/2022,Property,Hotel,Hotel,Property Itself,FLG55,Telemarketing/BDR, ,NULL,"CRM Lead Source: Telemarketing - Choice Hotels Property List, CRM Source Notes: ",4/10/2020,8/3/2022
1A1106DC-4392-47C6-B56A-1E1DFD972B32,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,The Lismoyne Hotel,NULL,NULL,New,Prospect,,,"Fleet, Hampshire",,England,United Kingdom,4.41253E+11,,,,,25,,,NULL,Property,Hotel,Hotel,Property Itself,,Free Wi-Fi Assessment Webpage,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,"CRM Lead Source: Free Wi-Fi Assessment [new HIS site form], CRM Source Notes: Direct Traffic",5/26/2022,NULL
11F72041-D4E5-44A1-8B41-38DE7510DBC5,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Arlie Hotel & Conference Center ,NULL,NULL,New,Prospect,6809 Arlie Road,,Warrenton,VA,20187,USA,540-347-1300,,,NULL,www.airlie.com,158,Independent,,NULL,Property,Hotel,Hotel,Property Itself,NULL,Old Website Form, ,NULL,"CRM Lead Source: BeyondTV On-Line Demo, CRM Source Notes: ",7/22/2016,NULL
4997CE78-9E61-4632-9622-358BD78A1CE2,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Hotel Bethleham,Charlestowne Hotels,B80C11B5-1D0A-45B1-8814-0271655E1E73,New,Prospect,437 Main St,,Behtlehem,PA,18018,USA,(610) 625-5000,,,,,125,Independent,,NULL,Property,Hotel,Hotel,Property Itself,,Referral - Agent Partner,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,"CRM Lead Source: Referral - Agent Partner, CRM Source Notes: Agent Referral / Choice Show 2023",5/5/2023,5/17/2023
45DF8582-6CDC-450A-A7D1-5406AEC70C7B,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Encinitas Beach Resort,Watkins Landmark Construction,32B986EF-C9E7-4431-8F2F-62D102620B60,New,Prospect,2100 North Coast Highway 101,,Encinitas,CA,92024,USA,858-259-1240,,,,,130,Independent,,NULL,Property,Hotel,Hotel,Property Itself,,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: ",8/7/2018,NULL
B9C4D52A-B92B-44BC-8FF4-0FA2F84EEFDC,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Halekulani Hotel,NULL,NULL,New,Prospect,2199 Kalia Rd,,Honolulu,HI,96815,USA,808.923.2311,,,NULL,www.halekulani.com,453,,,NULL,Property,Hotel,Hotel,Property Itself,NULL,Direct Email, ,NULL,"CRM Lead Source: BTV Organic Email, CRM Source Notes: Personal Relationship",6/30/2016,NULL
EC0524C0-D076-4589-A839-0619D78E901F,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,La Quinta Inn & Suites by Wyndham Houston Bush IAH South,NULL,NULL,New,Prospect,15510 John F Kennedy Blvd,,Houston ,TX,77032,USA,(281) 219-2000,,,,,150,La Quinta Inns & Suites,,NULL,Property,Hotel,Hotel,Property Itself,123,Tradeshow/Conference,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,"CRM Lead Source: AAHOACON21, CRM Source Notes: Show",8/12/2021,10/26/2023
B5B1839E-8AC4-4BF9-ACCB-1C2D5FB0CCA6,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Le St-Martin Montreal Hotel Particulier,NULL,NULL,New,Prospect,980 Boul. de Maisonneuve Ouest,,Montreal ,Quebec,QC H3A,Canada,(514) 843-3000,,,,,123,Independent,,NULL,Property,Hotel,Hotel,Property Itself,,Tradeshow/Conference,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,"CRM Lead Source: ZED Conference 2025, CRM Source Notes: Winter 2022 WiFi email ",1/13/2023,10/26/2023
B4C4974D-C78F-4290-BC32-16D293ACAA7D,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Bernstein Companies,JET Hotel Solutions,2F940F6A-1683-44B1-B7BC-5468FA3035C7,New,Prospect,3299 K Street,,Washington ,DC,20007,USA,(202) 333-9000,,,,,0,,,NULL,Property,Hotel,Hotel,Property Itself,NULL,Tradeshow/Conference,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,"CRM Lead Source: HITEC 2022, CRM Source Notes: Jet Hotel Solutions",7/5/2022,NULL
D260A6FF-B51C-49E4-961E-46356DCE4C49,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Radisson Blu Aqua,NULL,NULL,New,Prospect,221 North Columbus Drive,,Chicago ,IL,60601,USA,312 565-5258 ,,,,https://www.radissonblu.com/en/aquahotel-chicago,334,Carlson Rezidor Hotel Group,Radisson BLU,NULL,Property,Hotel,Hotel,Property Itself,,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: Radisson Lead",1/18/2018,4/19/2023
F34425C9-C911-49EF-9392-60253DD6FF98,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Roxy Hotel Cape Vincent,NULL,NULL,New,Prospect,111 W Broadway St,,Cape Vincent,NY,13618,USA,(315) 501-0555,,,admin@theroxycv.com,https://www.theroxycv.com/,1,,,NULL,Property,Hotel,Hotel,Property Itself,,Referral - HIBOX,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,"CRM Lead Source: HIBOX Referral, CRM Source Notes: Lead from Danny.",1/28/2025,NULL
69E8FFC2-9AF6-4A17-B841-6077B41509B8,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Quality Inn & Suites Hinton CNA59,NULL,NULL,New,Prospect,782 Carmichael Lane,,Hinton ,Alberta,T7V 0A6,Canada,780.865.5255,,,,,70,Choice Hotels,Quality Inn,NULL,Property,Hotel,Hotel,Property Itself,,Google Web Search,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,"CRM Lead Source: Google Web Search - Hotel Wifi, CRM Source Notes: .",3/17/2021,9/6/2023
D38B9980-D1D5-4172-8712-A93B376F1CCF,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Four Points by Sheraton Houston Hobby Airport,NULL,NULL,New,Prospect,8720 Gulf Freeway,,Houston,TX,77017,USA,713 948 0800,,,NULL,http://www.fourpointshobbyairport.com/,79,,,NULL,Property,Hotel,Hotel,Property Itself,NULL,Marketing Campaign, ,NULL,"CRM Lead Source: eCoast Marketing, CRM Source Notes: ",3/9/2016,NULL
DAB8B9F2-1435-47DA-BA0A-B725215E8DEB,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,The Host Inn All Suites,NULL,NULL,New,Prospect,860 Kidder St,,Wilkes-Barre,PA,18702,USA,(570) 270-4678,,,NULL,,66,,,NULL,Property,Hotel,Hotel,Property Itself,NULL,Old Website Form, ,NULL,"CRM Lead Source: BeyondTV On-Line Demo, CRM Source Notes: ",6/9/2016,NULL
81719FA9-2705-4F2D-9F83-AAC8C8FB5EDE,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,"Crestline Hotels & Resorts, LLC",NULL,NULL,New,Prospect,3950 University Drive Suite 301,,Fairfax,VA,22030,USA,571-529-6100,,,,http://www.crestlinehotels.com/,0,,,NULL,Company,Managing Company,Managing Company,Management Company,,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: BITAC Independant 2021 Virtual event",8/6/2018,NULL
0658AD3A-896C-4AF3-A993-B2E7AF4E359A,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Odyssey Resorts,NULL,NULL,New,Prospect,"Missabe Building, 227 W 1st St #650",,Duluth,MN,55802,USA,2187288060 x124,,,,,0,,,NULL,Company,Managing Company,Managing Company,Management Company,,Old Website Form,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,"CRM Lead Source: BeyondTV Demo Request Form, CRM Source Notes: btv",6/23/2021,10/27/2022
B888ADD2-7913-4224-A1B0-A37578492ABE,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Cornerstone Hotel Group,NULL,NULL,New,Prospect,2215 Renaissance Drive,,Las Vegas,NV,89119,USA,7028000850,,,,www.cornerstonehotelgroup.com,0,,,NULL,Company,Managing Company,Managing Company,Management Company,,Old Website Form,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,"CRM Lead Source: BeyondTV Contact Form, CRM Source Notes: d",5/4/2021,3/15/2023
94EC2E40-DA61-4E01-9FAA-7AEB0363A92C,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,TPG Hospitality  Management,NULL,NULL,New,Prospect,1140 Reservoir Avenue,,Cranston,RI,02920,USA,401-946-4600,,,NULL,http://tpghotelsandresorts.com/,0,,,NULL,Company,Managing Company,Managing Company,Management Company,NULL,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: ",11/3/2016,NULL
091AC4F5-3A53-456D-8EC9-80744BDF50F3,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Columbus Hospitality Management ,NULL,NULL,New,Prospect,775 Yard Stream ,,Columbus ,OH,43212,USA,614.824.1770,,,,,0,,,NULL,Company,Managing Company,Managing Company,Management Company,,Tradeshow/Conference,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,"CRM Lead Source: BITAC Independant 2021 Virtual event, CRM Source Notes: Show Listing ",3/3/2021,10/25/2023
FE3D7348-5B88-4705-9CB8-9CC00B54700C,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Srinivas Management,NULL,NULL,New,Prospect,143 S Evangeline Oaks Cir,,Conroe,TX,77384-5013,USA,(936) 446-461,,,,,1,,,NULL,Company,Managing Company,Managing Company,Management Company,,Tradeshow/Conference,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,"CRM Lead Source: AAHOACON21, CRM Source Notes: Prospect from Trade Show",8/10/2021,10/4/2023
F0E93905-9364-4313-BE47-8C794B345842,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,driftwood Hospitality,NULL,NULL,New,Prospect,11770 Florida A1A  #202,,Palm Beach,FL,33408,USA,561-207-2700,,,,driftwoodhospitality.com,0,,,NULL,Company,Managing Company,Managing Company,Management Company,,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: ",3/8/2017,5/23/2023
173FD883-6FD9-408D-AB2A-16DFBE9A1AEB,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Concord Hospitality,NULL,NULL,New,Prospect,11410 Common Oaks Dr,,Raleigh,NC,27614,USA, (919) 455-2900,,919.455.2909,NULL,http://www.concordhotels.com/,0,,,NULL,Company,Managing Company,Managing Company,Management Company,NULL,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: Past Customer",9/22/2016,NULL
FC4C5925-6850-4DB2-83B5-08DFAF8069DA,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,HEI Hospitality,NULL,NULL,New,Prospect,101 Merritt 7 Corporate Park,,Norwalk,CT,05851,USA,203-849-8844,,203-849-5918,,http://www.heihotels.com/,0,,,NULL,Company,Managing Company,Managing Company,Management Company,,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: ",9/22/2016,11/29/2023
4A3E26CA-6535-4660-8A25-10EAE5A0368A,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Felcor Lodging,Centrada Solutions,513F72D7-FA77-4E08-B6EF-EA63E500FC83,New,Prospect,"545 E. John Carpenter Freeway, Suite 1400",,Irving,TX,75062,USA,972-444-4900,,,NULL,www.felcor.com,0,,,NULL,Company,Managing Company,Managing Company,Management Company,NULL,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: ",5/9/2016,NULL
862225E0-A751-4D7D-B7FD-12F96C54080E,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Hospitality Ventures Managment Group HVMG,NULL,NULL,New,Prospect,990 Hammond Drive ,Suite 325,Atlanta,GA,30328,USA,404.467.9299,,,,,0,,,NULL,Company,Managing Company,Managing Company,Management Company,,Tradeshow/Conference,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,"CRM Lead Source: BITAC Independant 2021 Virtual event, CRM Source Notes: BITAC 2021",3/30/2021,11/14/2023
AF0A0DF6-D750-4BED-BE1C-0F9133E510CE,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,EZ Hospitality Management,NULL,NULL,New,Prospect,2440 W State Road 84,,Ft. Lauderdale,FL,33312,USA,954-873-5240,,,NULL,EZHospitalitymgmt.com,0,,,NULL,Company,Managing Company,Managing Company,Management Company,NULL,Tradeshow/Conference, ,NULL,"CRM Lead Source: RSVP-Jazz up your HITEC Brunch, CRM Source Notes: ",7/12/2016,NULL
FCD8E56B-0B30-4CE2-8021-5ED62B39683B,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Primo Investments,NULL,NULL,New,Prospect,310 Springcrest Drive,,Fort Mill,SC,29715,USA,(803) 547-4777,,,,,0,,,NULL,Company,Managing Company,Managing Company,Management Company,,Direct Email Marketing - HoneyLeads.io,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,"CRM Lead Source: Direct Email Marketing, CRM Source Notes: Came from Aubrey",8/2/2024,NULL
555A0EC7-0480-4CD5-B090-4286FD720413,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Dream Hotel Group,NULL,NULL,New,Prospect,200 West 55th Street ,,New York ,NY,10019,USA,(212) 474-9895,,,NULL,,0,,,NULL,Company,Managing Company,Managing Company,Management Company,NULL,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: Christian Cooper ",1/24/2017,NULL
675A5E96-F576-4C1E-83FF-D1DF80C0E217,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Pleasant Travel Service/Hawaiian Hotels & Resorts,NULL,NULL,New,Prospect,2830 Borchard RD,,Newbury Park,CA,91320-3810,USA,(808) 270-9783,,,david.butcher@pleasanttravelservice.com,http://www.hawaiihotels.com/aboutus.cfm,0,,,NULL,Company,Managing Company,Managing Company,Management Company,NULL,Tradeshow/Conference, ,NULL,"CRM Lead Source: HITEC 2016 Booth Attendees, CRM Source Notes: ",6/30/2016,NULL
3C9B7323-A15C-4A64-9314-F6A757E6F6C0,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Coastal Hotel Group,NULL,NULL,New,Prospect,15375 SE 30th Place Suite 290,,Bellvue,WA,98007,USA,206.388.0400,,,NULL,www.coastalhotels.com,0,,,NULL,Company,Managing Company,Managing Company,Management Company,NULL,Direct Email, ,NULL,"CRM Lead Source: BTV Organic Email, CRM Source Notes: Cold Call - Also attended HITEC",6/30/2016,NULL
